customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,ServicoTelefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,MetodoPagamento,Pagamento_Mensal,Total_Pago,Churn
4854-CIDCF,FEMALE,1,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,73.85,196.4,No
8640-SDGKB,MALE,0,No,No,4,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,74.4,299.7,Yes
3280-MRDOF,MALE,1,No,No,30,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),69.1,2093.9,No
6435-SRWBJ,FEMALE,0,No,No,5,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,82.75,417.75,No
9964-WBQDJ,FEMALE,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.4,1725.4,No
6303-KFWSL,FEMALE,0,No,No,29,Yes,DSL,No,No,No,One year,Electronic check,55.25,1620.2,No
1702-CCFNJ,MALE,0,Yes,No,52,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),61.35,3169.55,No
8932-CZHRQ,MALE,0,No,No,68,Yes,DSL,Yes,No,No,One year,Credit card (automatic),76.75,5233.25,No
0386-CWRGM,FEMALE,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,967.85,No
5515-RUGKN,MALE,0,No,No,8,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),54.75,438.05,No
0404-AHASP,MALE,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,1421.9,No
7279-NMVJC,FEMALE,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.9,323.15,No
2081-VEYEH,MALE,0,No,No,3,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,107.95,318.6,No
6407-UTSLV,FEMALE,1,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),83.8,163.7,No
4116-TZAQJ,FEMALE,0,No,No,9,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),74.25,639.65,Yes
9060-HJJRW,FEMALE,0,No,No,51,No,DSL,No,No,Yes,One year,Credit card (automatic),56.4,2928.5,No
2587-YNLES,FEMALE,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,100.35,No
7398-SKNQZ,FEMALE,0,Yes,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.9,273.2,No
5935-FCCNB,FEMALE,1,No,No,17,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.2,1608.15,No
1958-RNRKS,MALE,0,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.9,1441.95,No
5136-RGMZO,MALE,0,No,No,31,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,71.05,2168.15,No
8345-MVDYC,FEMALE,0,No,No,45,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),81.65,3618.7,No
8226-BXGES,MALE,0,Yes,No,64,Yes,Fiber optic,Yes,No,No,One year,Bank transfer (automatic),89.45,5692.65,No
3877-JRJIP,MALE,0,No,No,1,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,59.85,59.85,Yes
8375-DKEBR,FEMALE,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.6,69.6,Yes
9705-IOVQQ,MALE,1,Yes,Yes,61,Yes,Fiber optic,No,No,Yes,One year,Electronic check,99.0,5969.3,No
1015-OWJKI,MALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.05,19.05,No
7511-YMXVQ,MALE,0,No,No,9,No,DSL,No,No,Yes,Month-to-month,Electronic check,45.4,418.8,Yes
2040-XBAVJ,MALE,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.45,8100.55,No
7551-JOHTI,FEMALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.5,19.5,Yes
8887-IPQNC,FEMALE,0,Yes,No,7,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.25,313.45,No
8646-JCOMS,FEMALE,0,Yes,No,66,Yes,Fiber optic,No,Yes,No,One year,Bank transfer (automatic),90.55,6130.95,No
9804-ICWBG,MALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.9,69.9,Yes
1222-KJNZD,MALE,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.4,745.3,No
0106-GHRQR,MALE,0,No,No,16,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),71.4,1212.1,No
5318-IXUZF,FEMALE,0,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),87.15,183.75,Yes
3768-VHXQO,MALE,0,Yes,No,67,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.85,1583.5,No
8952-WCVCD,FEMALE,0,Yes,No,41,Yes,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.45,4162.05,No
2418-TPEUN,FEMALE,0,Yes,Yes,56,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.8,1119.9,No
3963-RYFNS,FEMALE,0,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.45,8013.55,No
3198-VELRD,FEMALE,0,Yes,Yes,3,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),84.75,264.85,Yes
8540-ZQGEA,FEMALE,0,Yes,No,54,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.05,1102.4,No
1320-REHCS,MALE,1,No,No,52,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,110.75,5832.0,No
4137-JOPHL,FEMALE,0,No,No,50,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer (automatic),89.7,4304.5,No
9436-ZBZCT,MALE,0,No,No,14,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,89.95,1178.4,Yes
7801-CEDNV,MALE,0,Yes,No,27,Yes,DSL,Yes,No,No,One year,Credit card (automatic),48.7,1421.75,No
2057-BOYKM,FEMALE,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Two year,Bank transfer (automatic),96.6,6827.5,No
3658-QQJYD,MALE,0,No,No,62,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),74.3,4698.05,No
1803-BGNBD,FEMALE,0,No,No,12,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,54.3,654.5,No
0134-XWXCE,FEMALE,1,No,No,44,Yes,DSL,No,Yes,Yes,One year,Bank transfer (automatic),74.85,3268.05,No
6950-TWMYB,MALE,0,Yes,Yes,54,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer (automatic),79.95,4362.05,No
5848-FHRFC,FEMALE,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.05,1386.9,No
2243-FNMMI,MALE,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.4,415.4,No
2511-MORQY,MALE,0,Yes,Yes,50,Yes,DSL,No,No,No,One year,Bank transfer (automatic),54.9,2614.1,No
5356-KZCKT,MALE,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.45,1513.6,No
9470-XCCEM,MALE,0,Yes,Yes,35,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),89.65,3161.6,No
6519-CFDBX,FEMALE,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.4,80.95,No
3902-MIVLE,MALE,0,Yes,Yes,63,Yes,DSL,Yes,Yes,No,Two year,Mailed check,75.7,4676.7,No
0409-WTMPL,FEMALE,0,Yes,No,58,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),110.65,6526.65,No
8763-KIAFH,FEMALE,0,Yes,Yes,27,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.55,583.3,No
3669-WHAFY,FEMALE,0,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),115.15,8078.1,No
3055-VTCGS,FEMALE,0,No,No,63,Yes,DSL,No,No,No,One year,Credit card (automatic),58.55,3503.5,No
3144-KMTWZ,MALE,0,Yes,No,71,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),93.25,6669.45,No
7279-BUYWN,FEMALE,1,No,No,41,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,113.2,4689.5,Yes
7156-MHUGY,MALE,1,No,No,13,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.5,1201.15,Yes
7198-GLXTC,MALE,0,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,79.0,143.65,Yes
2007-QVGAW,FEMALE,0,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.35,1292.65,No
5207-PLSTK,MALE,0,Yes,Yes,1,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,48.75,48.75,No
2307-FYNNL,MALE,1,No,No,65,Yes,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,109.05,7108.2,No
5605-XNWEN,MALE,1,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.0,1802.55,No
2155-AMQRX,FEMALE,0,No,No,28,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),54.9,1505.15,No
6181-AXXYF,MALE,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.75,1859.1,No
5091-HFAZW,FEMALE,0,No,No,2,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,91.15,168.5,No
0516-VRYBW,FEMALE,0,No,Yes,18,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.15,390.85,Yes
2519-LBNQL,MALE,1,Yes,No,60,Yes,Fiber optic,No,No,Yes,One year,Electronic check,104.35,6339.45,No
8623-ULFNQ,FEMALE,1,No,No,26,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,66.05,1652.4,No
8380-PEFPE,MALE,0,No,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,71.65,71.65,Yes
5687-DKDTV,FEMALE,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,77.5,Yes
1568-LJSZU,MALE,0,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),92.2,6392.85,No
7530-HDYDS,FEMALE,0,No,No,38,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),84.25,3264.5,Yes
7789-HKSBS,FEMALE,1,Yes,No,42,Yes,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),105.2,4599.15,No
7416-CKTEP,FEMALE,0,Yes,No,57,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,1134.25,No
2586-CWXVV,MALE,0,Yes,No,54,No,DSL,No,No,No,Month-to-month,Electronic check,30.4,1621.35,No
3096-IZETN,FEMALE,0,No,No,12,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),78.1,947.3,Yes
2348-KCJLT,FEMALE,0,Yes,No,44,Yes,DSL,Yes,No,No,One year,Mailed check,61.5,2722.2,No
8401-EMUWF,MALE,0,Yes,Yes,42,Yes,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),69.4,3058.3,No
4193-IBKSW,MALE,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1769.6,No
5377-NDTOU,FEMALE,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,91.05,6293.75,No
5922-ABDVO,FEMALE,0,Yes,No,19,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,89.65,1761.05,Yes
2474-LCNUE,FEMALE,0,Yes,No,23,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),73.65,1642.75,No
0839-QNXME,FEMALE,0,No,No,30,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,578.5,No
3506-OVLKD,MALE,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),26.2,954.9,No
9172-ANCRX,FEMALE,0,No,No,10,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,98.7,973.25,Yes
6650-VJONK,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),43.85,43.85,No
2178-PMGCJ,MALE,0,No,No,22,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,69.7,1490.4,No
7492-TAFJD,MALE,0,Yes,Yes,7,No,DSL,Yes,No,No,Two year,Mailed check,38.55,280.0,No
2773-MADBQ,FEMALE,0,No,No,36,No,DSL,Yes,Yes,No,Two year,Mailed check,53.1,1901.25,No
6016-LVTJQ,FEMALE,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,716.4,No
7860-KSUGX,MALE,0,Yes,Yes,72,Yes,DSL,Yes,No,No,Two year,Credit card (automatic),64.45,4720.0,No
8966-KZXXA,MALE,0,Yes,Yes,36,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.1,930.95,No
6910-HADCM,FEMALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,76.35,76.35,Yes
4816-LXZYW,FEMALE,0,No,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,79.15,1676.95,Yes
9606-PBKBQ,MALE,1,Yes,No,32,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.0,2642.05,Yes
5149-QYTTU,FEMALE,0,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,No,One year,Credit card (automatic),95.15,6770.85,No
2070-XYMFH,FEMALE,1,No,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,79.35,1835.3,No
2085-BOJKI,MALE,0,Yes,No,17,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),96.65,1588.25,No
0817-HSUSE,MALE,0,No,No,1,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,75.5,75.5,No
5442-PPTJY,MALE,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.7,258.35,No
1927-QEWMY,FEMALE,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.5,1502.25,No
1663-MHLHE,MALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.2,19.2,No
5663-QBGIS,MALE,1,Yes,No,72,Yes,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),98.35,6929.4,No
4450-MDZFX,MALE,0,Yes,Yes,60,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),74.35,4453.3,No
6701-DHKWQ,FEMALE,0,Yes,Yes,61,No,DSL,No,Yes,Yes,Two year,Credit card (automatic),51.35,3244.4,No
7554-AKDQF,FEMALE,0,Yes,No,6,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.65,323.45,No
3536-IQCTX,MALE,1,Yes,No,32,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.3,2661.1,Yes
4911-BANWH,FEMALE,0,No,Yes,31,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),86.55,2697.4,Yes
8496-EJAUI,MALE,0,No,No,19,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),73.85,1424.5,Yes
0794-YVSGE,MALE,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.3,1401.15,No
5423-BHIXO,FEMALE,0,No,No,32,Yes,DSL,No,No,No,Month-to-month,Electronic check,54.2,1739.6,No
6908-VVYHM,MALE,0,Yes,No,65,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,90.65,5931.0,No
2959-EEXWB,FEMALE,0,Yes,Yes,45,No,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),50.9,2333.85,No
1839-UMACK,MALE,0,No,No,42,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,25.05,949.85,No
3030-YDNRM,MALE,0,No,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.85,572.45,No
7321-KKSDU,MALE,0,No,Yes,32,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.5,696.8,No
3402-XRIUO,FEMALE,1,Yes,No,22,Yes,DSL,Yes,Yes,No,Month-to-month,Mailed check,63.55,1381.8,No
3132-TVFDZ,MALE,1,Yes,No,57,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.85,2572.95,Yes
8286-AFUYI,MALE,0,No,No,1,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,47.95,47.95,No
8080-DDEMJ,MALE,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.1,45.1,Yes
8356-WUAOJ,FEMALE,0,Yes,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.0,45.0,No
6365-MTGZX,MALE,0,No,No,24,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,96.0,2122.45,Yes
1349-WXNGG,MALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,20.05,Yes
8058-DMYRU,MALE,1,No,No,54,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,90.05,4931.8,No
9350-ZXYJC,FEMALE,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.3,116.95,No
6990-YNRIO,MALE,0,Yes,Yes,65,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),108.65,6937.95,Yes
8958-JPTRR,FEMALE,0,Yes,No,56,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,24.3,1261.7,No
6959-GQEGV,MALE,0,No,No,45,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,75.95,3273.8,No
3173-WSSUE,FEMALE,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,1415.85,No
1265-HVPZB,MALE,0,Yes,No,59,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),66.4,3958.2,No
4115-UMJFQ,MALE,0,No,No,69,No,DSL,No,No,No,One year,Bank transfer (automatic),35.75,2492.25,No
7369-TRPFD,MALE,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,18.8,279.2,No
1098-KFQEC,FEMALE,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,1083.0,No
7190-XHTWJ,FEMALE,0,No,No,38,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.3,755.5,No
0621-TWIEM,MALE,0,No,No,10,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.55,402.6,Yes
3537-RYBHH,FEMALE,1,Yes,No,47,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),67.45,3252.0,No
2485-ITVKB,FEMALE,0,Yes,No,2,No,DSL,No,No,No,Month-to-month,Electronic check,35.1,68.75,Yes
3669-OYSJI,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),46.2,46.2,Yes
1612-EOHDH,FEMALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.15,45.15,Yes
6702-OHFWR,MALE,1,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,43.3,43.3,Yes
5296-BFCYD,MALE,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,936.85,No
4510-PYUSH,FEMALE,1,No,No,38,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),57.15,2250.65,Yes
9359-JANWS,FEMALE,0,Yes,No,65,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),58.9,3857.1,No
7517-SAWMO,FEMALE,0,Yes,No,19,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,73.2,1441.1,Yes
4143-HHPMK,MALE,0,No,No,52,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.35,4338.6,Yes
3279-DYZQM,MALE,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,1378.45,No
7054-LGEQW,FEMALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.95,45.95,Yes
0523-VNGTF,FEMALE,1,No,No,52,No,DSL,No,Yes,Yes,Month-to-month,Electronic check,50.5,2566.3,No
9575-IWCAZ,MALE,0,Yes,No,6,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,25.1,171.0,No
7105-MXJLL,FEMALE,1,Yes,No,26,Yes,DSL,No,No,No,One year,Mailed check,60.7,1597.4,No
7064-FRRSW,MALE,1,No,No,48,Yes,Fiber optic,No,No,Yes,One year,Electronic check,99.0,4744.35,No
7940-UQQUG,FEMALE,0,Yes,Yes,64,Yes,Fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),104.4,6721.6,No
0923-PNFUB,FEMALE,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.75,247.25,Yes
3961-SXAXY,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),44.05,44.05,No
7010-BRBUU,MALE,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.1,1734.65,No
3566-HJGPK,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.55,45.55,No
3062-ICYZQ,FEMALE,0,Yes,Yes,51,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,93.8,4539.35,No
9938-PRCVK,FEMALE,0,Yes,Yes,41,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,804.25,No
0973-KYVNF,FEMALE,0,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),70.65,5011.15,No
5129-HHMZC,FEMALE,0,Yes,No,43,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.45,3574.5,No
9637-CDTKZ,MALE,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),114.1,8086.4,No
3946-JEWRQ,MALE,0,Yes,No,47,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),95.2,4563.0,No
7873-CVMAW,MALE,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.55,6362.35,No
0463-WZZKO,MALE,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.75,67.1,No
3494-JCHRQ,MALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.05,70.05,Yes
6474-FVJLC,MALE,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.0,165.45,Yes
4524-QCSSM,MALE,0,No,No,26,No,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),44.65,1156.55,No
5832-EXGTT,MALE,0,Yes,Yes,29,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,60.2,1834.15,No
8840-DQLGN,FEMALE,1,Yes,No,35,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),100.5,3653.35,Yes
2039-JONDJ,MALE,0,No,No,27,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),55.45,1477.65,No
7217-JYHOQ,MALE,0,Yes,Yes,24,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),70.3,1706.45,No
6695-FRVEC,MALE,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,FEMALE,0,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,FEMALE,0,No,No,23,Yes,DSL,No,No,No,One year,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,MALE,0,No,No,14,No,DSL,No,No,No,Month-to-month,Mailed check,31.1,419.7,No
6770-XUAGN,FEMALE,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.0,21.0,Yes
4193-ORFCL,FEMALE,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.1,45.1,Yes
1636-NTNCO,MALE,1,No,No,4,No,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.95,207.35,No
3466-WAESX,MALE,0,No,Yes,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,69.1,1083.7,No
9281-PKKZE,FEMALE,0,Yes,No,46,No,DSL,No,No,Yes,Month-to-month,Electronic check,43.95,2007.85,No
3638-VBZTA,MALE,0,No,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,MALE,0,No,No,38,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,69.95,2657.55,No
7776-QWNFX,MALE,1,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,FEMALE,1,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,78.95,378.4,Yes
8563-OYMQY,MALE,0,No,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,MALE,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,76.65,No
5777-ZPQNC,FEMALE,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,20.15,260.7,No
1951-IEYXM,MALE,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.6,6441.85,No
3318-NMQXL,MALE,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,92.0,266.8,No
3143-ILDAL,MALE,0,No,No,56,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,94.45,5124.6,Yes
1022-RKXDR,FEMALE,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,24.85,962.25,No
2361-FJWNO,MALE,0,No,No,40,No,DSL,No,Yes,No,One year,Credit card (automatic),36.0,1382.9,No
2272-UOINI,FEMALE,0,No,No,7,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,78.5,571.05,No
8232-UTFOZ,MALE,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,MALE,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.65,150.0,No
6637-KYRCV,FEMALE,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Electronic check,30.5,167.2,No
5668-MEISB,FEMALE,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,MALE,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,FEMALE,0,No,No,65,Yes,Fiber optic,No,No,Yes,One year,Electronic check,95.5,6153.85,No
5356-CSVSQ,FEMALE,0,No,No,3,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,64.6,174.2,No
3221-CJMSG,MALE,0,No,No,24,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),51.1,1269.6,No
